priceArea,productionGroup,startTime,quantityKwh
NO1,HYDRO,2021-02-14 12:00:00+00:00,1668.0245206814586
NO1,HYDRO,2021-02-15 12:00:00+00:00,1514.19848176295
NO1,HYDRO,2021-02-16 12:00:00+00:00,1562.5299346838037
NO1,HYDRO,2021-02-17 12:00:00+00:00,1496.2093408262622
NO1,HYDRO,2021-02-18 12:00:00+00:00,1796.7054849698955
NO1,HYDRO,2021-02-19 12:00:00+00:00,1702.844438044001
NO1,HYDRO,2021-02-20 12:00:00+00:00,1699.9413792398936
NO1,HYDRO,2021-02-21 12:00:00+00:00,1478.1874312112895
NO1,HYDRO,2021-02-22 12:00:00+00:00,1051.3737426009131
NO1,HYDRO,2021-02-23 12:00:00+00:00,1203.8375319489742
NO1,HYDRO,2021-02-24 12:00:00+00:00,1769.7419193778496
NO1,HYDRO,2021-02-25 12:00:00+00:00,1218.7259595660219
NO1,HYDRO,2021-02-26 12:00:00+00:00,1301.7364434623196
NO1,HYDRO,2021-02-27 12:00:00+00:00,1556.2172497287208
NO1,HYDRO,2021-02-28 12:00:00+00:00,1618.7279979398043
NO1,HYDRO,2021-03-01 12:00:00+00:00,1515.5359694349443
NO1,HYDRO,2021-03-02 12:00:00+00:00,1065.9901149670034
NO1,HYDRO,2021-03-03 12:00:00+00:00,1476.4180415596863
NO1,HYDRO,2021-03-04 12:00:00+00:00,1548.1582908269834
NO1,HYDRO,2021-03-05 12:00:00+00:00,1739.7673421730178
NO1,HYDRO,2021-03-06 12:00:00+00:00,1459.999531372579
NO1,HYDRO,2021-03-07 12:00:00+00:00,1438.8071432500985
NO1,HYDRO,2021-03-08 12:00:00+00:00,1996.6076285221807
NO1,HYDRO,2021-03-09 12:00:00+00:00,953.1843177051437
NO1,HYDRO,2021-03-10 12:00:00+00:00,1747.0229186826175
NO1,HYDRO,2021-03-11 12:00:00+00:00,1837.735096516098
NO1,HYDRO,2021-03-12 12:00:00+00:00,1171.3752372228234
NO1,HYDRO,2021-03-13 12:00:00+00:00,1578.1861287541933
NO1,HYDRO,2021-03-14 12:00:00+00:00,1268.0492841758246
NO1,HYDRO,2021-03-15 12:00:00+00:00,1602.851327511571
NO1,HYDRO,2021-03-16 12:00:00+00:00,1096.6208684303633
NO1,HYDRO,2021-03-17 12:00:00+00:00,1545.4063494481095
NO1,HYDRO,2021-03-18 12:00:00+00:00,1207.1982347040437
NO1,HYDRO,2021-03-19 12:00:00+00:00,1648.9038772205347
NO1,HYDRO,2021-03-20 12:00:00+00:00,1419.5342422876856
NO1,HYDRO,2021-03-21 12:00:00+00:00,2237.0759701392176
NO1,HYDRO,2021-03-22 12:00:00+00:00,1471.145620891685
NO1,HYDRO,2021-03-23 12:00:00+00:00,1330.4004853400802
NO1,HYDRO,2021-03-24 12:00:00+00:00,1673.284446220904
NO1,HYDRO,2021-03-25 12:00:00+00:00,1150.0863648649295
NO1,HYDRO,2021-03-26 12:00:00+00:00,1369.4901607526308
NO1,HYDRO,2021-03-27 12:00:00+00:00,1612.760340153508
NO1,HYDRO,2021-03-28 12:00:00+00:00,1139.1731439256728
NO1,HYDRO,2021-04-01 12:00:00+00:00,1230.847867598108
NO1,HYDRO,2021-04-02 12:00:00+00:00,1121.4560910096664
NO1,HYDRO,2021-04-03 12:00:00+00:00,977.1189901906195
NO1,HYDRO,2021-04-04 12:00:00+00:00,1876.0714131423642
NO1,HYDRO,2021-04-05 12:00:00+00:00,951.0728411643157
NO1,HYDRO,2021-04-06 12:00:00+00:00,1836.863129338889
NO1,HYDRO,2021-04-07 12:00:00+00:00,952.7215873492653
NO1,HYDRO,2021-04-08 12:00:00+00:00,847.2753270705491
NO1,HYDRO,2021-04-09 12:00:00+00:00,1911.1766048520506
NO1,HYDRO,2021-04-10 12:00:00+00:00,1586.7938703268924
NO1,HYDRO,2021-04-11 12:00:00+00:00,1514.0996679742352
NO1,HYDRO,2021-04-12 12:00:00+00:00,2203.2890785988193
NO1,HYDRO,2021-04-13 12:00:00+00:00,1161.1927304311469
NO1,HYDRO,2021-04-14 12:00:00+00:00,1456.9089386397288
NO1,HYDRO,2021-04-15 12:00:00+00:00,1807.3044754196028
NO1,HYDRO,2021-04-16 12:00:00+00:00,1058.4830412950744
NO1,HYDRO,2021-04-17 12:00:00+00:00,1400.4888901727822
NO1,HYDRO,2021-04-18 12:00:00+00:00,1954.2068561643307
NO1,HYDRO,2021-04-19 12:00:00+00:00,1262.717778293338
NO1,HYDRO,2021-04-20 12:00:00+00:00,1471.0207931321543
NO1,HYDRO,2021-04-21 12:00:00+00:00,1135.5728355561714
NO1,HYDRO,2021-04-22 12:00:00+00:00,714.6284572551842
NO1,HYDRO,2021-04-23 12:00:00+00:00,1160.8010322286343
NO1,HYDRO,2021-04-24 12:00:00+00:00,790.0608237709286
NO1,HYDRO,2021-04-25 12:00:00+00:00,1220.051772199481
NO1,HYDRO,2021-04-26 12:00:00+00:00,1476.471435389885
NO1,HYDRO,2021-04-27 12:00:00+00:00,1703.0321215524457
NO1,HYDRO,2021-04-28 12:00:00+00:00,1690.5395596217227
NO1,HYDRO,2021-05-01 12:00:00+00:00,1679.9773162797828
NO1,HYDRO,2021-05-02 12:00:00+00:00,875.5161421906694
NO1,HYDRO,2021-05-03 12:00:00+00:00,1961.4805822011224
NO1,HYDRO,2021-05-04 12:00:00+00:00,1967.100074113814
NO1,HYDRO,2021-05-05 12:00:00+00:00,1169.9194044648627
NO1,HYDRO,2021-05-06 12:00:00+00:00,1114.36556093756
NO1,HYDRO,2021-05-07 12:00:00+00:00,1779.5721432231712
NO1,HYDRO,2021-05-08 12:00:00+00:00,1894.465400265587
NO1,HYDRO,2021-05-09 12:00:00+00:00,725.7894753080753
NO1,HYDRO,2021-05-10 12:00:00+00:00,1121.7458068584774
NO1,HYDRO,2021-05-11 12:00:00+00:00,1464.266882635297
NO1,HYDRO,2021-05-12 12:00:00+00:00,1598.9698694939273
NO1,HYDRO,2021-05-13 12:00:00+00:00,800.1750195419766
NO1,HYDRO,2021-05-14 12:00:00+00:00,1749.5440582997421
NO1,HYDRO,2021-05-15 12:00:00+00:00,838.3495948064364
NO1,HYDRO,2021-05-16 12:00:00+00:00,1417.3262440127316
NO1,HYDRO,2021-05-17 12:00:00+00:00,1382.667367980628
NO1,HYDRO,2021-05-18 12:00:00+00:00,1362.581123647016
NO1,HYDRO,2021-05-19 12:00:00+00:00,1704.2571529459071
NO1,HYDRO,2021-05-20 12:00:00+00:00,2061.909723598208
NO1,HYDRO,2021-05-21 12:00:00+00:00,1018.6321991958129
NO1,HYDRO,2021-05-22 12:00:00+00:00,1347.2303915756167
NO1,HYDRO,2021-05-23 12:00:00+00:00,1405.7096133039481
NO1,HYDRO,2021-05-24 12:00:00+00:00,2028.8453830739902
NO1,HYDRO,2021-05-25 12:00:00+00:00,1916.4321484189875
NO1,HYDRO,2021-05-26 12:00:00+00:00,748.6292898667905
NO1,HYDRO,2021-05-27 12:00:00+00:00,1312.085758021484
NO1,HYDRO,2021-05-28 12:00:00+00:00,1570.3465477706482
NO1,HYDRO,2021-06-01 12:00:00+00:00,1690.1629377679494
NO1,HYDRO,2021-06-02 12:00:00+00:00,1129.9531117321167
NO1,HYDRO,2021-06-03 12:00:00+00:00,1710.8071837540049
NO1,HYDRO,2021-06-04 12:00:00+00:00,920.5234506638405
NO1,HYDRO,2021-06-05 12:00:00+00:00,2284.3553936088692
NO1,HYDRO,2021-06-06 12:00:00+00:00,1898.51206374808
NO1,HYDRO,2021-06-07 12:00:00+00:00,1431.228612001359
NO1,HYDRO,2021-06-08 12:00:00+00:00,1483.968147215414
NO1,HYDRO,2021-06-09 12:00:00+00:00,852.3251883671226
NO1,HYDRO,2021-06-10 12:00:00+00:00,1289.6301461364203
NO1,HYDRO,2021-06-11 12:00:00+00:00,895.6423926522652
NO1,HYDRO,2021-06-12 12:00:00+00:00,1692.9742473491083
NO1,HYDRO,2021-06-13 12:00:00+00:00,1863.6789885114401
NO1,HYDRO,2021-06-14 12:00:00+00:00,2043.7562865463772
NO1,HYDRO,2021-06-15 12:00:00+00:00,2082.807253513135
NO1,HYDRO,2021-06-16 12:00:00+00:00,1885.9610283059312
NO1,HYDRO,2021-06-17 12:00:00+00:00,1821.323429551895
NO1,HYDRO,2021-06-18 12:00:00+00:00,1200.869789082672
NO1,HYDRO,2021-06-19 12:00:00+00:00,1721.4640248083192
NO1,HYDRO,2021-06-20 12:00:00+00:00,1943.3455648345657
NO1,HYDRO,2021-06-21 12:00:00+00:00,1393.9993498823087
NO1,HYDRO,2021-06-22 12:00:00+00:00,1830.489123269909
NO1,HYDRO,2021-06-23 12:00:00+00:00,1912.8638572789985
NO1,HYDRO,2021-06-24 12:00:00+00:00,1245.984495056651
NO1,HYDRO,2021-06-25 12:00:00+00:00,773.34068286489
NO1,HYDRO,2021-06-26 12:00:00+00:00,1639.6913500945764
NO1,HYDRO,2021-06-27 12:00:00+00:00,1719.0550007109455
NO1,HYDRO,2021-06-28 12:00:00+00:00,1327.624528151188
NO1,HYDRO,2021-07-01 12:00:00+00:00,1868.8589543360206
NO1,HYDRO,2021-07-02 12:00:00+00:00,1205.9674684261809
NO1,HYDRO,2021-07-03 12:00:00+00:00,1870.8653673588365
NO1,HYDRO,2021-07-04 12:00:00+00:00,1568.7100016440495
NO1,HYDRO,2021-07-05 12:00:00+00:00,1213.0476451829024
NO1,HYDRO,2021-07-06 12:00:00+00:00,1950.355660674839
NO1,HYDRO,2021-07-07 12:00:00+00:00,1908.148780160255
NO1,HYDRO,2021-07-08 12:00:00+00:00,1554.5950720269109
NO1,HYDRO,2021-07-09 12:00:00+00:00,1021.7485700779998
NO1,HYDRO,2021-07-10 12:00:00+00:00,1751.3205377032548
NO1,HYDRO,2021-07-11 12:00:00+00:00,1212.73678136014
NO1,HYDRO,2021-07-12 12:00:00+00:00,1367.5363331084043
NO1,HYDRO,2021-07-13 12:00:00+00:00,1952.3020867913706
NO1,HYDRO,2021-07-14 12:00:00+00:00,1907.1971201053586
NO1,HYDRO,2021-07-15 12:00:00+00:00,1227.4858418275635
NO1,HYDRO,2021-07-16 12:00:00+00:00,1927.4349507922445
NO1,HYDRO,2021-07-17 12:00:00+00:00,1232.6230464088753
NO1,HYDRO,2021-07-18 12:00:00+00:00,1856.194064053971
NO1,HYDRO,2021-07-19 12:00:00+00:00,1707.6195907728181
NO1,HYDRO,2021-07-20 12:00:00+00:00,1010.2905976620162
NO1,HYDRO,2021-07-21 12:00:00+00:00,1016.8126970843057
NO1,HYDRO,2021-07-22 12:00:00+00:00,900.24345839587
NO1,HYDRO,2021-07-23 12:00:00+00:00,1316.5217859619336
NO1,HYDRO,2021-07-24 12:00:00+00:00,1640.3714481671498
NO1,HYDRO,2021-07-25 12:00:00+00:00,1890.6249528732662
NO1,HYDRO,2021-07-26 12:00:00+00:00,1630.4785418448473
NO1,HYDRO,2021-07-27 12:00:00+00:00,674.1932349797178
NO1,HYDRO,2021-07-28 12:00:00+00:00,1780.9839732315138
NO1,HYDRO,2021-08-01 12:00:00+00:00,1920.7166310250102
NO1,HYDRO,2021-08-02 12:00:00+00:00,2092.7494040944403
NO1,HYDRO,2021-08-03 12:00:00+00:00,1862.1280132862123
NO1,HYDRO,2021-08-04 12:00:00+00:00,1431.6774430631287
NO1,HYDRO,2021-08-05 12:00:00+00:00,2004.6777474561832
NO1,HYDRO,2021-08-06 12:00:00+00:00,1708.293987450233
NO1,HYDRO,2021-08-07 12:00:00+00:00,1611.9397181413437
NO1,HYDRO,2021-08-08 12:00:00+00:00,1206.4413170794037
NO1,HYDRO,2021-08-09 12:00:00+00:00,1647.004488964616
NO1,HYDRO,2021-08-10 12:00:00+00:00,1775.5734091291201
NO1,HYDRO,2021-08-11 12:00:00+00:00,1523.3442541572515
NO1,HYDRO,2021-08-12 12:00:00+00:00,2022.8074906036454
NO1,HYDRO,2021-08-13 12:00:00+00:00,1297.1038694770452
NO1,HYDRO,2021-08-14 12:00:00+00:00,1334.622787743291
NO1,HYDRO,2021-08-15 12:00:00+00:00,1337.931851584194
NO1,HYDRO,2021-08-16 12:00:00+00:00,2016.92857104814
NO1,HYDRO,2021-08-17 12:00:00+00:00,1465.7378172233696
NO1,HYDRO,2021-08-18 12:00:00+00:00,1381.0798239629864
NO1,HYDRO,2021-08-19 12:00:00+00:00,600.0304572360499
NO1,HYDRO,2021-08-20 12:00:00+00:00,1489.6734237573505
NO1,HYDRO,2021-08-21 12:00:00+00:00,2008.7916701347026
NO1,HYDRO,2021-08-22 12:00:00+00:00,1809.2509181457506
NO1,HYDRO,2021-08-23 12:00:00+00:00,1658.36673171793
NO1,HYDRO,2021-08-24 12:00:00+00:00,1418.2357761946396
NO1,HYDRO,2021-08-25 12:00:00+00:00,1238.348702780896
NO1,HYDRO,2021-08-26 12:00:00+00:00,1028.4088824940748
NO1,HYDRO,2021-08-27 12:00:00+00:00,1494.4478996778319
NO1,HYDRO,2021-08-28 12:00:00+00:00,1149.5256459537698
NO1,HYDRO,2021-09-01 12:00:00+00:00,1577.6514147823248
NO1,HYDRO,2021-09-02 12:00:00+00:00,730.04853242168
NO1,HYDRO,2021-09-03 12:00:00+00:00,2288.9773686267336
NO1,HYDRO,2021-09-04 12:00:00+00:00,1339.8978655667925
NO1,HYDRO,2021-09-05 12:00:00+00:00,1598.4704399826508
NO1,HYDRO,2021-09-06 12:00:00+00:00,1709.7552571967274
NO1,HYDRO,2021-09-07 12:00:00+00:00,1921.3414062618845
NO1,HYDRO,2021-09-08 12:00:00+00:00,1293.7413066723102
NO1,HYDRO,2021-09-09 12:00:00+00:00,1052.094022440367
NO1,HYDRO,2021-09-10 12:00:00+00:00,1314.3714688207954
NO1,HYDRO,2021-09-11 12:00:00+00:00,1434.0550751048877
NO1,HYDRO,2021-09-12 12:00:00+00:00,1128.4667564729634
NO1,HYDRO,2021-09-13 12:00:00+00:00,1793.2944524794198
NO1,HYDRO,2021-09-14 12:00:00+00:00,1470.4987938144443
NO1,HYDRO,2021-09-15 12:00:00+00:00,985.916018108193
NO1,HYDRO,2021-09-16 12:00:00+00:00,952.6236521842943
NO1,HYDRO,2021-09-17 12:00:00+00:00,1181.856669482087
NO1,HYDRO,2021-09-18 12:00:00+00:00,1524.3320860509923
NO1,HYDRO,2021-09-19 12:00:00+00:00,1489.878106973876
NO1,HYDRO,2021-09-20 12:00:00+00:00,920.4790109564873
NO1,HYDRO,2021-09-21 12:00:00+00:00,1954.802463841421
NO1,HYDRO,2021-09-22 12:00:00+00:00,1435.3436462046045
NO1,HYDRO,2021-09-23 12:00:00+00:00,1797.4349984400844
NO1,HYDRO,2021-09-24 12:00:00+00:00,1522.868772164692
NO1,HYDRO,2021-09-25 12:00:00+00:00,1445.4901792781134
NO1,HYDRO,2021-09-26 12:00:00+00:00,1994.4274898521248
NO1,HYDRO,2021-09-27 12:00:00+00:00,1050.7114826687214
NO1,HYDRO,2021-09-28 12:00:00+00:00,1760.3237714962806
NO1,HYDRO,2021-10-01 12:00:00+00:00,1056.8828743896565
NO1,HYDRO,2021-10-02 12:00:00+00:00,2086.6515232847764
NO1,HYDRO,2021-10-03 12:00:00+00:00,431.27461795451654
NO1,HYDRO,2021-10-04 12:00:00+00:00,1529.760540707573
NO1,HYDRO,2021-10-05 12:00:00+00:00,982.5112082809455
NO1,HYDRO,2021-10-06 12:00:00+00:00,2098.888668681634
NO1,HYDRO,2021-10-07 12:00:00+00:00,1824.4434618249625
NO1,HYDRO,2021-10-08 12:00:00+00:00,980.7817569036422
NO1,HYDRO,2021-10-09 12:00:00+00:00,1571.110631139073
NO1,HYDRO,2021-10-10 12:00:00+00:00,1633.0526734116215
NO1,HYDRO,2021-10-11 12:00:00+00:00,1695.6792458329512
NO1,HYDRO,2021-10-12 12:00:00+00:00,979.9305002541766
NO1,HYDRO,2021-10-13 12:00:00+00:00,1094.9105774064196
NO1,HYDRO,2021-10-14 12:00:00+00:00,1325.4635850147565
NO1,HYDRO,2021-10-15 12:00:00+00:00,1843.8860855390492
NO1,HYDRO,2021-10-16 12:00:00+00:00,1630.1403481395737
NO1,HYDRO,2021-10-17 12:00:00+00:00,1880.8234649837652
NO1,HYDRO,2021-10-18 12:00:00+00:00,1562.392605258822
NO1,HYDRO,2021-10-19 12:00:00+00:00,1802.2061602837691
NO1,HYDRO,2021-10-20 12:00:00+00:00,931.7992476080412
NO1,HYDRO,2021-10-21 12:00:00+00:00,729.329574924272
NO1,HYDRO,2021-10-22 12:00:00+00:00,1010.4508823245058
NO1,HYDRO,2021-10-23 12:00:00+00:00,1911.2962803769492
NO1,HYDRO,2021-10-24 12:00:00+00:00,1533.7217800027358
NO1,HYDRO,2021-10-25 12:00:00+00:00,1046.1329949509698
NO1,HYDRO,2021-10-26 12:00:00+00:00,1717.0622239087074
NO1,HYDRO,2021-10-27 12:00:00+00:00,903.4072059844577
NO1,HYDRO,2021-10-28 12:00:00+00:00,1926.9439963308353
NO1,HYDRO,2021-11-01 12:00:00+00:00,1635.9563307647115
NO1,HYDRO,2021-11-02 12:00:00+00:00,1137.7595011387
NO1,HYDRO,2021-11-03 12:00:00+00:00,1620.9454460068164
NO1,HYDRO,2021-11-04 12:00:00+00:00,989.7136516370939
NO1,HYDRO,2021-11-05 12:00:00+00:00,1877.6211004536444
NO1,HYDRO,2021-11-06 12:00:00+00:00,1553.5796264938804
NO1,HYDRO,2021-11-07 12:00:00+00:00,1670.1883486035808
NO1,HYDRO,2021-11-08 12:00:00+00:00,1218.6952608863737
NO1,HYDRO,2021-11-09 12:00:00+00:00,1862.1507925463754
NO1,HYDRO,2021-11-10 12:00:00+00:00,773.8545600700165
NO1,HYDRO,2021-11-11 12:00:00+00:00,1450.7192638641598
NO1,HYDRO,2021-11-12 12:00:00+00:00,1107.3453189775685
NO1,HYDRO,2021-11-13 12:00:00+00:00,1432.7204592306275
NO1,HYDRO,2021-11-14 12:00:00+00:00,835.4838424383752
NO1,HYDRO,2021-11-15 12:00:00+00:00,1123.7451570251926
NO1,HYDRO,2021-11-16 12:00:00+00:00,1287.6445940665433
NO1,HYDRO,2021-11-17 12:00:00+00:00,1625.7103138568243
NO1,HYDRO,2021-11-18 12:00:00+00:00,1569.8096231305187
NO1,HYDRO,2021-11-19 12:00:00+00:00,1495.268619926383
NO1,HYDRO,2021-11-20 12:00:00+00:00,1973.279515552683
NO1,HYDRO,2021-11-21 12:00:00+00:00,1322.9882203703594
NO1,HYDRO,2021-11-22 12:00:00+00:00,691.3445893652828
NO1,HYDRO,2021-11-23 12:00:00+00:00,1178.0712452608848
NO1,HYDRO,2021-11-24 12:00:00+00:00,998.2459635424176
NO1,HYDRO,2021-11-25 12:00:00+00:00,900.9038820772355
NO1,HYDRO,2021-11-26 12:00:00+00:00,909.5056119508969
NO1,HYDRO,2021-11-27 12:00:00+00:00,1145.6715845812346
NO1,HYDRO,2021-11-28 12:00:00+00:00,1755.6355244277913
NO1,HYDRO,2021-12-01 12:00:00+00:00,1165.538564167947
NO1,HYDRO,2021-12-02 12:00:00+00:00,1320.6201753739128
NO1,HYDRO,2021-12-03 12:00:00+00:00,1118.153639742432
NO1,HYDRO,2021-12-04 12:00:00+00:00,1480.1048217805733
NO1,HYDRO,2021-12-05 12:00:00+00:00,1007.2835145752936
NO1,HYDRO,2021-12-06 12:00:00+00:00,1221.10106046184
NO1,HYDRO,2021-12-07 12:00:00+00:00,1668.0949493754354
NO1,HYDRO,2021-12-08 12:00:00+00:00,1010.1807920863641
NO1,HYDRO,2021-12-09 12:00:00+00:00,1072.2746834958446
NO1,HYDRO,2021-12-10 12:00:00+00:00,1361.8238530203241
NO1,HYDRO,2021-12-11 12:00:00+00:00,1299.4980734523458
NO1,HYDRO,2021-12-12 12:00:00+00:00,1214.9418233155966
NO1,HYDRO,2021-12-13 12:00:00+00:00,1221.0873010423727
NO1,HYDRO,2021-12-14 12:00:00+00:00,816.7823808014554
NO1,HYDRO,2021-12-15 12:00:00+00:00,1506.1239508551084
NO1,HYDRO,2021-12-16 12:00:00+00:00,1052.6306582002862
NO1,HYDRO,2021-12-17 12:00:00+00:00,1546.224583829676
NO1,HYDRO,2021-12-18 12:00:00+00:00,1496.109800697462
NO1,HYDRO,2021-12-19 12:00:00+00:00,1108.5512235264418
NO1,HYDRO,2021-12-20 12:00:00+00:00,1994.5988191527401
NO1,HYDRO,2021-12-21 12:00:00+00:00,724.61286265476
NO1,HYDRO,2021-12-22 12:00:00+00:00,1167.135965074751
NO1,HYDRO,2021-12-23 12:00:00+00:00,1573.2488945163843
NO1,HYDRO,2021-12-24 12:00:00+00:00,1764.4272220766418
NO1,HYDRO,2021-12-25 12:00:00+00:00,1033.0387037907592
NO1,HYDRO,2021-12-26 12:00:00+00:00,1400.753767199123
NO1,HYDRO,2021-12-27 12:00:00+00:00,1883.739106765937
NO1,HYDRO,2021-12-28 12:00:00+00:00,1125.72392249417
NO1,THERMAL,2021-01-01 12:00:00+00:00,1796.787533832827
NO1,THERMAL,2021-01-02 12:00:00+00:00,1701.4526689978732
NO1,THERMAL,2021-01-03 12:00:00+00:00,1437.9369299537752
NO1,THERMAL,2021-01-04 12:00:00+00:00,774.888358814417
NO1,THERMAL,2021-01-05 12:00:00+00:00,1503.6687055147538
NO1,THERMAL,2021-01-06 12:00:00+00:00,839.0964701748238
NO1,THERMAL,2021-01-07 12:00:00+00:00,1163.4816098388233
NO1,THERMAL,2021-01-08 12:00:00+00:00,1794.1578649743449
NO1,THERMAL,2021-01-09 12:00:00+00:00,872.0472429750334
NO1,THERMAL,2021-01-10 12:00:00+00:00,2018.620482717179
NO1,THERMAL,2021-01-11 12:00:00+00:00,1282.4248261395946
NO1,THERMAL,2021-01-12 12:00:00+00:00,1377.9884016673811
NO1,THERMAL,2021-01-13 12:00:00+00:00,770.2776087123023
NO1,THERMAL,2021-01-14 12:00:00+00:00,1421.0411891836447
NO1,THERMAL,2021-01-15 12:00:00+00:00,1327.4256898406932
NO1,THERMAL,2021-01-16 12:00:00+00:00,2001.554436754047
NO1,THERMAL,2021-01-17 12:00:00+00:00,1304.2799382587743
NO1,THERMAL,2021-01-18 12:00:00+00:00,1386.2330879450503
NO1,THERMAL,2021-01-19 12:00:00+00:00,2065.511666687059
NO1,THERMAL,2021-01-20 12:00:00+00:00,1196.1159573710866
NO1,THERMAL,2021-01-21 12:00:00+00:00,1221.4656968689435
NO1,THERMAL,2021-01-22 12:00:00+00:00,1724.3051720070382
NO1,THERMAL,2021-01-23 12:00:00+00:00,2134.046244577439
NO1,THERMAL,2021-01-24 12:00:00+00:00,1913.304366263154
NO1,THERMAL,2021-01-25 12:00:00+00:00,1058.137689391862
NO1,THERMAL,2021-01-26 12:00:00+00:00,822.9616828534337
NO1,THERMAL,2021-01-27 12:00:00+00:00,1488.0152354835552
NO1,THERMAL,2021-01-28 12:00:00+00:00,1149.51937188371
NO1,THERMAL,2021-02-01 12:00:00+00:00,793.2041219108074
NO1,THERMAL,2021-02-02 12:00:00+00:00,2005.963504760607
NO1,THERMAL,2021-02-03 12:00:00+00:00,1259.0811076997315
NO1,THERMAL,2021-02-04 12:00:00+00:00,1071.2405386012144
NO1,THERMAL,2021-02-05 12:00:00+00:00,1154.6748734807236
NO1,THERMAL,2021-02-06 12:00:00+00:00,1561.0203568576874
NO1,THERMAL,2021-02-07 12:00:00+00:00,1498.409219190734
NO1,THERMAL,2021-02-08 12:00:00+00:00,2064.864993584804
NO1,THERMAL,2021-02-09 12:00:00+00:00,1596.6028292042026
NO1,THERMAL,2021-02-10 12:00:00+00:00,2008.2773752240143
NO1,THERMAL,2021-02-11 12:00:00+00:00,877.5825027857736
NO1,THERMAL,2021-02-12 12:00:00+00:00,1593.0143163869548
NO1,THERMAL,2021-02-13 12:00:00+00:00,1518.8871673433785
NO1,THERMAL,2021-02-14 12:00:00+00:00,1144.691613560313
NO1,THERMAL,2021-02-15 12:00:00+00:00,2162.803665260623
NO1,THERMAL,2021-02-16 12:00:00+00:00,1538.592900066169
NO1,THERMAL,2021-02-17 12:00:00+00:00,1648.524556201362
NO1,THERMAL,2021-02-18 12:00:00+00:00,1211.1162847583212
NO1,THERMAL,2021-02-19 12:00:00+00:00,778.7137930005453
NO1,THERMAL,2021-02-20 12:00:00+00:00,1079.9155523435272
NO1,THERMAL,2021-02-21 12:00:00+00:00,1102.6375036192558
NO1,THERMAL,2021-02-22 12:00:00+00:00,728.304653282685
NO1,THERMAL,2021-02-23 12:00:00+00:00,1400.0612972954593
NO1,THERMAL,2021-02-24 12:00:00+00:00,1237.528557032284
NO1,THERMAL,2021-02-25 12:00:00+00:00,419.46700355876425
NO1,THERMAL,2021-02-26 12:00:00+00:00,1975.8557700223282
NO1,THERMAL,2021-02-27 12:00:00+00:00,868.2544875743877
